Frame_name,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
0088.png,678.4910278320312,905.0795288085938,1073.5770263671875,955.35205078125,1280.0906982421875,873.6076049804688,1325.4527587890625,960.2410888671875
0089.png,675.9407958984375,905.806640625,1071.3262939453125,955.8527221679688,1277.8270263671875,874.180908203125,1323.1583251953125,960.599609375
0090.png,674.8474731445312,905.4059448242188,1069.1605224609375,955.9830322265625,1275.75244140625,873.9052734375,1321.149169921875,960.7097778320312
0091.png,673.47119140625,904.9425659179688,1067.8251953125,955.7774047851562,1274.7186279296875,873.7939453125,1319.833740234375,960.5526733398438
0092.png,673.470703125,904.9412841796875,1067.790771484375,955.8145751953125,1274.7001953125,873.73095703125,1319.795166015625,960.54931640625
0093.png,671.9540405273438,904.7704467773438,1066.4697265625,955.4349365234375,1273.226806640625,873.2901611328125,1318.342529296875,960.23681640625
0094.png,669.96923828125,903.7858276367188,1064.27099609375,954.8862915039062,1270.62548828125,872.6962890625,1316.117919921875,959.536865234375
0095.png,667.283203125,903.32958984375,1062.2103271484375,954.3638305664062,1268.6055908203125,872.4321899414062,1314.0439453125,959.0953369140625
0096.png,665.2608642578125,903.6885375976562,1060.206298828125,954.5955200195312,1266.7652587890625,872.7740478515625,1312.0517578125,959.4227294921875
0097.png,665.2611694335938,903.68408203125,1060.2476806640625,954.5645141601562,1266.7664794921875,872.7758178710938,1312.0523681640625,959.4121704101562
0098.png,662.7427978515625,903.3968505859375,1058.0018310546875,954.916748046875,1264.57177734375,873.2716674804688,1309.7994384765625,959.6354370117188
0099.png,660.97998046875,903.3499145507812,1056.04345703125,955.1578979492188,1262.738037109375,873.4541625976562,1307.7911376953125,959.8992919921875
0100.png,659.3170776367188,903.8609619140625,1054.20703125,955.5868530273438,1260.861328125,874.0877075195312,1306.060302734375,960.4703369140625
0101.png,658.4819946289062,903.84033203125,1053.4840087890625,956.62646484375,1259.9127197265625,874.7312622070312,1305.3211669921875,961.523193359375
0102.png,658.4814453125,903.8399658203125,1053.483642578125,956.626708984375,1259.926025390625,874.6483764648438,1305.3226318359375,961.5216064453125
0103.png,658.1622924804688,904.9174194335938,1053.6680908203125,957.5927734375,1260.2745361328125,875.436767578125,1305.9854736328125,962.46484375
0104.png,658.8003540039062,905.3793334960938,1054.4013671875,958.17041015625,1260.49853515625,876.0914306640625,1306.559326171875,962.9534912109375
0105.png,658.8262939453125,905.5308227539062,1054.4544677734375,958.1703491210938,1261.0615234375,876.1067504882812,1306.8922119140625,962.998046875
0106.png,659.6749267578125,905.0315551757812,1055.139404296875,958.07373046875,1261.4542236328125,876.0078125,1307.52392578125,962.7779541015625
0107.png,659.6683959960938,904.9437866210938,1054.9876708984375,958.0880737304688,1261.435302734375,875.9486694335938,1307.526611328125,962.77734375
0108.png,660.0966186523438,905.3989868164062,1055.6903076171875,957.7266235351562,1262.05029296875,875.9234008789062,1307.9814453125,962.53076171875
0109.png,660.5630493164062,905.170166015625,1056.7069091796875,957.4221801757812,1262.91552734375,875.8837280273438,1308.833984375,962.3051147460938
0110.png,661.55078125,905.0799560546875,1057.4576416015625,957.1451416015625,1263.8553466796875,875.4281616210938,1309.8284912109375,961.7822875976562
0111.png,662.4104614257812,904.6221313476562,1057.83642578125,957.0305786132812,1264.83740234375,875.0820922851562,1310.8416748046875,961.5892944335938
0112.png,662.432861328125,904.6254272460938,1057.83544921875,957.0302124023438,1264.859619140625,875.0989990234375,1310.83837890625,961.5907592773438
0113.png,663.7120971679688,903.9127807617188,1059.200927734375,956.6997680664062,1265.940185546875,874.9042358398438,1311.9818115234375,961.343994140625
0114.png,664.4592895507812,903.8154907226562,1060.182861328125,956.6677856445312,1266.71826171875,874.7350463867188,1312.9837646484375,961.3956298828125
0115.png,666.08935546875,904.095703125,1061.841064453125,957.4153442382812,1268.606689453125,875.5601196289062,1314.5313720703125,962.18994140625
0116.png,668.396240234375,905.4967041015625,1064.6719970703125,959.1781616210938,1270.8355712890625,877.871337890625,1316.70556640625,964.0750732421875
0117.png,668.3958740234375,905.4959106445312,1064.671142578125,959.1738891601562,1270.8353271484375,877.871337890625,1316.70556640625,964.0750732421875
0118.png,670.3677978515625,907.5309448242188,1066.3211669921875,961.713623046875,1272.712158203125,880.2871704101562,1318.4783935546875,966.533935546875
0119.png,672.5861206054688,910.7577514648438,1068.922607421875,965.228515625,1275.1622314453125,883.4159545898438,1320.6973876953125,970.0007934570312
0120.png,674.0169067382812,915.068603515625,1070.1708984375,969.4259033203125,1276.6041259765625,887.33154296875,1322.231689453125,974.2872924804688
0121.png,674.8583374023438,917.2551879882812,1071.0701904296875,973.452392578125,1277.795654296875,891.7216796875,1322.96728515625,978.3596801757812
0122.png,674.8588256835938,917.2504272460938,1071.1107177734375,973.4730224609375,1277.738525390625,891.532958984375,1322.9598388671875,978.364501953125
0123.png,674.8582153320312,920.3274536132812,1070.9105224609375,977.0950317382812,1277.63525390625,895.3141479492188,1322.810302734375,981.8404541015625
0124.png,674.9052734375,921.8080444335938,1070.8277587890625,978.4440307617188,1277.205322265625,896.69677734375,1322.4525146484375,983.3869018554688
0125.png,674.2868041992188,922.7881469726562,1070.6595458984375,977.6380615234375,1277.025146484375,896.5569458007812,1322.1368408203125,982.5621948242188
0126.png,674.1089477539062,922.076904296875,1070.773681640625,976.3975830078125,1276.54638671875,895.4305419921875,1321.907470703125,981.3558349609375
0127.png,674.1087646484375,922.075927734375,1070.716552734375,976.401123046875,1276.54931640625,895.436279296875,1321.90966796875,981.3533325195312
0128.png,674.133544921875,921.4010009765625,1070.858642578125,975.6495971679688,1276.5655517578125,894.750732421875,1322.1756591796875,980.5010375976562
0129.png,673.9834594726562,921.9436645507812,1071.3421630859375,974.7413330078125,1276.677490234375,893.3662109375,1322.577880859375,979.5771484375
0130.png,675.3020629882812,921.4934692382812,1072.5853271484375,974.06982421875,1277.9644775390625,892.5067138671875,1323.8096923828125,978.797607421875
0131.png,677.3292236328125,921.8136596679688,1074.5445556640625,973.422607421875,1280.4766845703125,891.5621337890625,1326.4422607421875,978.1614379882812
0132.png,677.3292236328125,921.8136596679688,1074.5438232421875,973.4227294921875,1280.4814453125,891.5701904296875,1326.4422607421875,978.1614379882812
0133.png,681.3894653320312,919.7002563476562,1078.7088623046875,972.2080078125,1284.390380859375,890.4078979492188,1330.4478759765625,977.016357421875
0134.png,686.442138671875,919.2322998046875,1083.854736328125,969.9003295898438,1289.302734375,888.091552734375,1335.5103759765625,974.621826171875
0135.png,691.19921875,915.7244262695312,1088.824462890625,966.6085205078125,1294.2205810546875,884.91259765625,1340.456787109375,971.4030151367188
0136.png,696.84912109375,913.3218994140625,1094.4105224609375,963.6893310546875,1299.7255859375,882.1642456054688,1345.7901611328125,968.538818359375
0137.png,696.7296752929688,913.374755859375,1094.48974609375,963.6591186523438,1299.7099609375,882.1570434570312,1345.8531494140625,968.5155029296875
0138.png,702.9686279296875,911.4243774414062,1100.5965576171875,961.7106323242188,1305.7310791015625,880.2075805664062,1352.0877685546875,966.5798950195312
0139.png,709.2915649414062,910.4989624023438,1106.6717529296875,960.4763793945312,1312.316162109375,878.998046875,1358.3206787109375,965.4391479492188
0140.png,716.5192260742188,910.280029296875,1113.6400146484375,959.9849243164062,1319.36083984375,878.4033203125,1365.5567626953125,964.8607788085938
0141.png,724.712646484375,910.7478637695312,1122.0498046875,960.0543212890625,1327.6014404296875,878.447998046875,1373.8214111328125,965.1448974609375
0142.png,724.7632446289062,910.3575439453125,1121.9300537109375,960.0722045898438,1327.6357421875,878.5194091796875,1373.796142578125,965.0675048828125
0143.png,733.7412109375,911.2138671875,1130.9638671875,960.3616943359375,1336.446533203125,878.7786865234375,1382.8333740234375,965.3377685546875
0144.png,742.7601318359375,910.885986328125,1139.989501953125,960.6506958007812,1345.49951171875,878.8472900390625,1392.0545654296875,965.6365356445312
0145.png,751.2036743164062,911.7714233398438,1148.7132568359375,961.43505859375,1354.270263671875,879.7710571289062,1400.6904296875,966.5601806640625
0146.png,757.8900756835938,912.86865234375,1155.7216796875,962.4309692382812,1361.0084228515625,880.4820556640625,1407.6768798828125,967.5223388671875
0147.png,757.9180297851562,912.8328857421875,1155.7491455078125,962.4302368164062,1361.0079345703125,880.4805908203125,1407.6763916015625,967.5228881835938
0148.png,763.7383422851562,914.009033203125,1161.191650390625,963.3677368164062,1366.529296875,881.2384033203125,1413.0640869140625,968.4879760742188
0149.png,768.6159057617188,915.4942016601562,1166.0777587890625,965.3590087890625,1371.3643798828125,883.0010375976562,1418.075927734375,970.477294921875
0150.png,773.151123046875,918.3067626953125,1170.81005859375,968.0906982421875,1376.117919921875,885.666015625,1422.835693359375,973.2385864257812
0151.png,777.8316040039062,920.1292114257812,1174.773193359375,970.08203125,1380.3006591796875,887.739990234375,1426.790283203125,975.1914672851562
0152.png,777.824462890625,920.114013671875,1175.060302734375,970.0386352539062,1380.5001220703125,887.95751953125,1426.8104248046875,975.1796875
0153.png,782.7721557617188,922.8316040039062,1180.203857421875,972.3070068359375,1385.6544189453125,890.4757690429688,1431.8038330078125,977.4201049804688
0154.png,788.7747802734375,926.0247192382812,1185.9356689453125,975.0888061523438,1391.516845703125,892.90185546875,1438.0670166015625,980.2139282226562
0155.png,795.0926513671875,929.369873046875,1192.338623046875,976.910888671875,1398.0927734375,895.201904296875,1444.642333984375,982.136962890625
0156.png,801.8177490234375,930.7753295898438,1199.2183837890625,977.5240478515625,1405.2659912109375,895.6339111328125,1451.8602294921875,982.6648559570312
0157.png,801.8170166015625,930.7771606445312,1199.218017578125,977.5241088867188,1405.22021484375,895.589111328125,1451.8583984375,982.66650390625
0158.png,808.5784301757812,930.4691772460938,1205.8372802734375,977.0285034179688,1411.8193359375,894.9519653320312,1458.6212158203125,982.0822143554688
0159.png,814.4089965820312,929.614990234375,1211.7681884765625,975.8372192382812,1418.2342529296875,893.8396606445312,1464.8109130859375,980.9146118164062
0160.png,819.7260131835938,928.6092529296875,1217.2449951171875,974.3245239257812,1423.8734130859375,892.4013061523438,1470.4302978515625,979.379150390625
